section,reference,display_title,depth,ifc_type,occupancy,design_phase,code_category,primary_responsibility,body
Chapter 11 [RE] Energy Efficiency,N1106.7,N1106.7 (R406.7) Documentation,2,BuildingElementProxy,Residential (R),sd|dd|cd,assemblies_envelope,architect,Documentation of the software used to determine the ERI and the parameters for the ERI reference design shall be in accordance with Sections N1106.7.1 through N1106.7.4.
Chapter 11 [RE] Energy Efficiency,N1106.7.1,N1106.7.1 (R406.7.1) Compliance Software Tools,3,BuildingElementProxy,Residential (R)|Business (B),sd|dd|cd,interior_environment,architect,"Software tools used for determining ERI shall be approved software rating tools as defined by ANSI/RESNET/ICC 301. Software vendors shall publish, on a publicly available website, documentation that the software tool has been validated using the Class II, Tier 1 test procedure in ANSI/ASHRAE 140."
Chapter 11 [RE] Energy Efficiency,N1106.7.2,N1106.7.2 (R406.7.2) Compliance Report,3,BuildingElementProxy,Residential (R),sd|dd|cd|ca,assemblies_envelope,architect,Compliance software tools shall generate a report that documents that the ERI of the rated design and as-built dwelling unit complies with Sections N1106.2 through N1106.5. Compliance documentation shall be created for the proposed design and shall be submitted with the application for the building permit. Confirmed compliance documents of the as-built dwelling unit shall be created and submitted to the code official for review before a certificate of occupancy is issued. Compliance reports shall include information in accordance with Sections N1106.7.2.1 and N1106.7.2.2.
Chapter 11 [RE] Energy Efficiency,N1106.7.2.1,N1106.7.2.1 (R406.7.2.1) Proposed Compliance Report for Permit Application,4,BuildingElementProxy|Roof|Slab|Wall|Window,Residential (R),cd,assemblies_envelope,architect,"Compliance reports submitted with the application for a building permit shall include the following: Building street address, or other building site identification.Declare ERI on title page and building plans.The name of the individual performing the analysis and generating the compliance report.The name and version of the compliance software tool.Documentation of all inputs entered into the software used to produce the results for the ERI reference design and the rated design.A certificate indicating that the proposed design has an ERI less than or equal to the appropriate score indicated in Table N1106.5 when compared to the ERI reference design. The certificate shall document the building component energy specifications that are included in the calculation, including: component level insulation R-values or U-factors; assumed duct system and building thermal envelope air leakage testing results; and the type and rated efficiencies of proposed heating, cooling, mechanical ventilation and service water-heating equipment to be installed. Where on-site renewable energy systems will be installed, the certificate shall report the type and production size of the proposed system.When a site-specific report is not generated, the proposed design shall be based on the worst-case orientation and configuration of the rated dwelling unit."
Chapter 11 [RE] Energy Efficiency,N1106.7.2.2,N1106.7.2.2 (R406.7.2.2) Confirmed Compliance Report for a Certificate of Occupancy,4,Slab|Wall|Roof|Window|Door,Residential (R),cd|ca,assemblies_envelope,architect,"A confirmed compliance report submitted for obtaining the certificate of occupancy shall be made site and address specific and include the following: Building street address or other building site identification.Declaration of ERI on the title page and on the building plans.The name of the individual performing the analysis and generating the report.The name and version of the compliance software tool.Documentation of all inputs entered into the software used to produce the results for the ERI reference design and the as-built dwelling unit.A final confirmed certificate indicating that the as-built building complies with Sections N1106.2,N1106.4 and N1106.5. The certificate shall report the energy features that were confirmed to be in the building, including: component-level insulation R-values or U-factors; results from any required duct system and building thermal envelope air leakage testing; and the type and rated efficiencies of the heating, cooling, mechanical ventilation, and service water-heating equipment installed. Where on-site renewable energy systems have been installed on or in the building, the certificate shall report the type and production size of the installed system."
Chapter 11 [RE] Energy Efficiency,N1106.7.3,N1106.7.3 (R406.7.3) Renewable Energy Certificate (REC) Documentation,3,BuildingElementProxy|Roof|Slab,Assembly (A)|Business (B)|Educational (E)|Residential (R)|Mercantile (M),sd|dd|cd,assemblies_envelope,architect,"Where renewable energy power production is included in the calculation of an ERI, documentation shall comply with Section N1104.4."
Chapter 11 [RE] Energy Efficiency,N1106.7.4,N1106.7.4 (R406.7.4) Additional Documentation,3,Wall|Roof|Slab|Window,Residential (R),cd|ca,assemblies_envelope,architect,The code official shall be permitted to require the following documents:Documentation of the building component characteristics of the ERI reference design.A certification signed by the builder providing the building component characteristics of the rated design.Documentation of the actual values used in the software calculations for the rated design.
Chapter 11 [RE] Energy Efficiency,N1106.7.5,N1106.7.5 (R406.7.5) Specific Approval,3,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd,assemblies_envelope,architect,Performance analysis tools meeting the applicable subsections of Section N1106 shall be approved. Documentation demonstrating the approval of performance analysis tools in accordance with Section N1106.7.1 shall be provided.
Chapter 11 [RE] Energy Efficiency,N1106.7.6,N1106.7.6 (R406.7.6) Input Values,3,Wall|Roof|Slab|Window|Door,Residential (R),sd|dd|cd,assemblies_envelope,architect,"Where calculations require input values not specified by Sections N1102, N1103, N1104 and N1105, those input values shall be taken from ANSI/RESNET/ICC 301."
Chapter 11 [RE] Energy Efficiency,N1107,Section N1107 (R407) Tropical Climate Region Compliance Path,1,,,,none,none,
Chapter 11 [RE] Energy Efficiency,N1107.1,N1107.1 (R407.1) Scope,2,Wall|Roof|Slab|Window|Door,Residential (R),sd|dd|cd,assemblies_envelope,architect,"This section establishes alternative criteria for residential buildings in the tropical region at elevations less than 2,400 feet (731.5 m) above sea level."
Chapter 11 [RE] Energy Efficiency,N1107.2,N1107.2 (R407.2) Tropical Climate Region,2,Roof|Slab|Window|Door|Covering,Residential (R),sd|dd|cd,assemblies_envelope,architect,"Compliance with this section requires the following: Not more than one-half of the occupied space is air conditioned. The occupied space is not heated. Solar, wind or other renewable energy source supplies not less than 80 percent of the energy for service water heating. Glazing in conditioned spaces has a solar heat gain coefficient (SHGC) of less than or equal to 0.40, or has an overhang with a projection factor equal to or greater than 0.30. Permanently installed lighting is in accordance with Section N1104. The exterior low slope roof surface complies with one of the options in Table N1107. or the roof or ceiling has insulation with an R-value of R-15 or greater. Where attics are present, attics above the insulation are vented and attics below the insulation are unvented. Roof surfaces have a slope of not less than 1/4 unit vertical in 12 units horizontal (2 percent slope). The finished roof does not have water accumulation areas. Operable fenestration provides a ventilation area of not less than 14 percent of the floor area in each room. Alternatively, equivalent ventilation is provided by a ventilation fan. Bedrooms with exterior walls facing two different directions have operable fenestration on exterior walls facing two directions. Interior doors to bedrooms are capable of being secured in the open position. A ceiling fan or ceiling fan rough-in is provided for bedrooms and the largest space that is not used as a bedroom. TABLE N1107.2 (R407.2)MINIMUM LOW SLOPE ROOF REFLECTANCE AND EMITTANCE OPTIONSa OPTIONS 3-year-aged solar reflectanceb of 0.55 and 3-year-aged thermal emittancec of 0.75. 3-year-aged solar reflectance indexd of 64. The use of area-weighted averages to comply with these requirements shall be permitted. Materials lacking 3-year-aged tested values for either solar reflectance or thermal emittance shall be assigned both a 3-year-aged solar reflectance in accordance with Section N1108.2.1.3.1 and a 3-year-aged thermal emittance of 0.90. Aged solar reflectance tested in accordance with ASTM C1549, ASTM E903, ASTM E1918 or CRRC S100. Aged thermal emittance tested in accordance with ASTM C1371, ASTM E408 or CRRC S100. Solar reflectance index (SRI) shall be determined in accordance with ASTM E1980 using a convection coefficient of 2.1 Btu/h × ft2× °F (12 W/m2× K). Calculation of aged SRI shall be based on aged-tested values of solar reflectance and thermal emittance."
Chapter 11 [RE] Energy Efficiency,N1108,Section N1108 (R408) Additional Efficiency Requirements,1,,,,none,none,
Chapter 11 [RE] Energy Efficiency,N1108.1,N1108.1 (R408.1) Scope,2,Wall|Roof|Slab|Window|Door,Residential (R),sd|dd|cd,assemblies_envelope,architect,This section provides additional efficiency measures and credits required to comply with Section N1101.13.1 .
Chapter 11 [RE] Energy Efficiency,N1108.2,N1108.2 (R408.2) Additional Energy Efficiency Credit Requirements,2,Slab|Roof|Door|Window|BuildingElementProxy,Residential (R),sd|dd|cd,assemblies_envelope,architect,"Residential buildings shall earn not less than 10 credits from not less than two measures specified in Table N1108.2. Five additional credits shall be earned for dwelling units with more than 5,000 square feet (465 m2) of living space located above grade plane. To earn credit as specified in Table N1108.2 for the applicable climate zone, each measure selected for compliance shall comply with the applicable subsections of Section N1108. Each dwelling unit or sleeping unit shall comply with the selected measure to earn credit. Interpolation of credits between measures shall not be permitted. TABLE N1108.2 (R408.2)ADDITIONAL EFFICIENCY REQUIREMENTS MEASURE NUMBER MEASURE DESCRIPTION CREDIT VALUE Climate Zones 0 &amp; 1 Climate Zone 2 Climate Zone 3 Climate Zone 4 except Marine Climate Zone 4 Marine Climate Zone 5 Climate Zone 6 Climate Zone 7 Climate Zone 8 N1108.2.1.1(1) ≥ 2.5% reduction in total TC 0 0 0 1 1 1 1 1 1 N1108.2.1.1(2) ≥ 5% reduction in total TC 0 1 1 2 1 2 2 2 2 N1108.2.1.1(3) &gt; 7.5% reduction in total TC 0 1 2 2 2 2 3 3 3 N1108.2.1.1(4) &gt; 10% reduction in total TC 1 1 2 3 3 4 4 5 5 N1108.2.1.1(5) &gt; 15% reduction in total TC 1 2 2 4 4 5 6 7 8 N1108.2.1.1(6) &gt; 20% reduction in total TC 2 4 4 5 6 7 8 9 11 N1108.2.1.1(7) &gt; 30% reduction in total TC 3 6 6 8 8 11 12 13 16 N1108.2.1.2(2) U-factor and SHGC for vertical fenestration per Table N1108.2.1.2 1 1 1 2 1 1 1 1 1 N1108.2.1.3(1) Roof solar reflectance index (roof is part of the building thermal envelope and directly above cooled, conditioned space) 1 0 0 0 0 0 0 0 0 N1108.2.1.3(2) Roof solar reflectance index (roof is above an unconditioned space that contains a duct system) 1 1 0 0 0 0 0 0 0 N1108.2.1.4 Reduced air leakage 1 1 1 2 1 3 NA NA NA N1108.2.2(1)b Ground source heat pump 14 14 14 15 10 15 17 18 21 N1108.2.2(2)b High-performance cooling (Option 1) 5 4 3 2 1 1 1 1 1 N1108.2.2(3)b High-performance cooling (Option 2) 6 4 3 2 1 1 1 1 1 N1108.2.2(4)b High-performance gas furnace (Option 1) 0 1 2 5 3 6 7 7 9 N1108.2.2(5)b High-performance gas furnace (Option 2) 0 1 2 4 3 5 6 7 8 N1108.2.2(6)b High-performance gas furnace (Option 3) 0 1 1 NA NA NA NA NA NA N1108.2.2(7)b High-performance gas furnace and cooling (Option 1) 5 5 4 NA NA NA NA NA NA N1108.2.2(8)b High-performance gas furnace and cooling (Option 2) 6 5 5 NA NA NA NA NA NA N1108.2.2(9)b High-performance gas furnace and heat pump (Option 1) 15 13 11 NAe NA NA NA NA NA N1108.2.2(10)b High-performance heat pump with electric resistance backup (Option 1) 13 12 11 12 NA NA NA NA NA N1108.2.2(11)b High-performance gas furnace and cooling (Option 3) NA NA NA 5 4 6 7 7 9 N1108.2.2(12)b High-performance gas furnace and cooling (Option 4) NA NA NA 6 5 7 8 8 10 N1108.2.2(13)b High-performance gas furnace and heat pump (Option 2) NA NA NA 12 8 11 11 12 12 N1108.2.2(14)b High-performance heat pump with electric resistance backup (Option 2) NA NA NA 12 8 12 13 14 16 N1108.2.3(1)(a)d Gas-fired storage water heaters (Option 1) 8 7 7 5 6 4 4 3 2 N1108.2.3(1)(b)d Gas-fired storage water heater (Option 2) 9 8 8 6 7 5 4 4 3 N1108.2.3(2)(a)d Gas-fired instantaneous water heaters (Option 1) 10 9 9 6 7 5 5 4 3 N1108.2.3(2)(b)d Gas-fired instantaneous water heaters (Option 2) 11 10 9 6 7 6 5 4 3 N1108.2.3(3)d Electric water heaters (Option 1) 10 9 9 7 6 4 3 3 2 N1108.2.3(4)d Electric water heaters (Option 2) 8 8 8 6 5 4 3 3 2 N1108.2.3(5)(a)d Electric water heaters (Option 3) 7 8 8 6 7 5 4 3 3 N1108.2.3(5)(b)d Electric water heaters (Option 4) 8 9 10 7 8 5 5 4 3 N1108.2.3(6)d Electric water heaters (Option 5) 10 9 9 7 6 4 3 3 2 N1108.2.3(7)(a)d Solar hot water heating system (Option 1) 13 13 13 9 8 5 4 4 3 N1108.2.3(7)(b)d Solar hot water heating system (Option 2) 10 9 9 6 7 6 5 4 3 N1108.2.3(8)c Compact hot water distribution 2 2 2 2 2 2 2 2 2 N1108.2.4(1)c Ductless or hydronic thermal distribution 3 4 5 7 8 10 10 10 14 N1108.2.4(2)c 100% of duct systems in conditioned space 2 3 4 6 7 9 9 9 13 N1108.2.4(3)c ≥ 80% of ductwork inside conditioned space 2 3 3 5 6 7 7 7 9 N1108.2.4(4)c Reduced total duct system leakage 1 1 1 1 1 1 2 2 2 N1108.2.5(1) ERV or HRV installed 0 0 0 0 1 3 2 2 2 N1108.2.5(2)c ≤ 2.0 ACH50 with ERV or HRV installed 0 0 0 4 4 8 5 5 5 N1108.2.5(3)c ≤ 2.0 ACH50 with a balanced ventilation system 0 0 0 0 0 0 4 4 4 N1108.2.5(4)c ≤ 1.5 ACH50 with ERV or HRV installed 0 0 0 6 5 10 9 9 9 N1108.2.5(5)c ≤ 1.0 ACH50 with ERV or HRV installed 0 0 1 7 6 12 12 12 12 N1108.2.6a Energy efficient appliances 1 1 1 1 1 1 0 0 0 N1108.2.7 On-site renewable energy measures 17 16 17 11 11 9 8 7 4 N1108.2.8c Demand responsive thermostat 1 1 1 1 1 1 1 1 1 N1108.2.10 Whole-home lighting control 1 1 1 0 0 0 0 0 0 N1108.2.11 Higher efficacy lighting 0 0 0 0 0 0 0 0 0 NA = Not Applicable. Where the measure is selected, each dwelling unit, sleeping unit and common area where the measure is applicable must have the measure installed. Where multiple heating or cooling systems are installed, credits shall be determined using a weighted average of the square footage served by each system. Where the measure is selected, each dwelling unit and sleeping unit must comply with the measure. Where the measure is selected, each dwelling unit shall be served by a water heater meeting the applicable requirements. Where multiple service water heating systems are installed, credits shall be determined using a weighted average of the square footage served by each system. Eleven credits are available for Climate Zone 4 where the following measure is used: gas furnace and heat pump (Option 3): greater than or equal to 95% AFUE fuel gas furnace and 7.8 HSPF2, 15.2 SEER2 and 10.0 EER2 air source heat pump."
Chapter 11 [RE] Energy Efficiency,N1108.2.1,N1108.2.1 (R408.2.1) Enhanced Building Thermal Envelope Options,3,Wall|Roof|Slab|Window|Door,Residential (R),sd|dd|cd,assemblies_envelope,architect,The building thermal envelope shall comply with one or more the following:Section N1108.2.1.1 or N1108.2.1.2. Credit shall be permitted from only one measure.Section N1108.2.1.3.Section N1108.2.1.4.
Chapter 11 [RE] Energy Efficiency,N1108.2.1.1,N1108.2.1.1 (R408.2.1.1) Enhanced Building Thermal Envelope Performance,4,Wall|Roof|Slab|Window|Door,Residential (R),sd|dd|cd,assemblies_envelope,architect,The total building thermal envelope thermal conductance (TC) shall be calculated for the proposed building in accordance with Section N1102.1.5 and shall be reduced by not less than the percentage indicated in Table N1108.2 in comparison to the reference building.
Chapter 11 [RE] Energy Efficiency,N1108.2.1.2,N1108.2.1.2 (R408.2.1.2) Improved Fenestration,4,Window|CurtainWall|Door,Residential (R),sd|dd|cd,assemblies_envelope,architect,The area weighted average U-factor and SHGC of all vertical fenestration shall be equal to or less than the values specified in Table N1108.2.1.2. TABLE N1108.2.1.2 (R408.2.1.2)IMPROVED FENESTRATION CLIMATE ZONE U-FACTOR SHGC 0 0.32 0.23 1 0.32 0.23 2 0.30 0.23 3 0.28 0.23 4 except Marine 4 0.25 0.40 5 and Marine 4 0.25 NR 6 0.25 NR 7 and 8 0.25 NR NR = No Requirement.
Chapter 11 [RE] Energy Efficiency,N1108.2.1.3,N1108.2.1.3 (R408.2.1.3) Roof Solar Reflectance Index,4,Roof,Assembly (A)|Business (B)|Educational (E)|Mercantile (M)|Residential (R),sd|dd|cd,assemblies_envelope,architect,"Low slope roofs in Climate Zones 0 through 2 shall earn credit for Table N1108.2 measure numbers N1108.2.1.3(1) and N1108.2.1.3(2) where the 3-year-aged solar reflectance index (SRI) is greater than or equal to 75. To earn credit, not less than 95 percent of the roof area shall comply. The combined area of the following portions of roof shall not be greater than 5 percent of the roof area: Portions that include or are covered by the following: Photovoltaic systems or components. Solar air- or water-heating systems or components. Vegetative roofs or landscaped roofs. Above-roof decks or walkways. Skylights. HVAC systems and components, and other opaque objects mounted above the roof. Portions shaded during the peak sun angle on the summer solstice by permanent features of the building, permanent features of adjacent buildings or natural objects. Portions that are ballasted with a minimum stone ballast of 17 pounds per square foot (psf) (74 kg/m2) or 23 psf (117 kg/m2) pavers. The 3-year-aged SRI shall be determined in accordance with ASTM E1980 using a convection coefficient of 2.1 Btu/h × ft2× °F (12 W/m2× K). Calculation of aged SRI shall be based on 3-year-aged solar reflectance values tested in accordance with ASTM C1549, ASTM E903, ASTM E1918 or CRRC S100 and 3-year-aged thermal emittance values tested in accordance with ASTM C1371, ASTM E408 or CRRC S100."
Chapter 11 [RE] Energy Efficiency,N1108.2.1.3.1,N1108.2.1.3.1 (R408.2.1.3.1) Aged Solar Reflectance,5,Roof|Slab|Covering,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),sd|dd|cd,assemblies_envelope,architect,"Where a tested 3-year-aged solar reflectance value is not available, an assigned value shall be determined in accordance with Equation 11-8. Equation 11-8 where: Raged = The aged solar reflectance. Rinitial = The initial solar reflectance determined in accordance with ASTM C1549, ASTM E903, ASTM E1918 or CRRC S100."
Chapter 11 [RE] Energy Efficiency,N1108.2.1.4,N1108.2.1.4 (R408.2.1.4) Reduced Air Leakage,4,Wall|Roof|Slab|Door|Window,Residential (R),sd|dd|cd,assemblies_envelope,architect,The building shall have a measured air leakage rate not less than 2.0 ACH50 and not greater than 2.5 ACH50 or the dwelling units in the building shall have an average measured air leakage rate not greater than 0.24 cubic feet per minute per square foot [1.2 L/(s × m2)].
Chapter 11 [RE] Energy Efficiency,N1108.2.2,N1108.2.2 (R408.2.2) More Efficient HVAC Equipment Performance Options,3,BuildingElementProxy,Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer,"Heating and cooling equipment shall meet one of the following measures as applicable for the climate zone where heating and cooling efficiencies are represented by Annual Fuel Utilization Efficiency (AFUE), Coefficient of Performance (COP), Energy Efficiency Ratio (EER and EER2), Heating Season Performance Factor (HSPF2) and Seasonal Energy Efficiency Ratio (SEER2). Where multiple heating or cooling systems are installed serving different zones, credits shall be earned based on the weighted average of square footage of the zone served by the system. HVAC options applicable to all climate zones: Ground source heat pump: Greater than or equal to 16.1 EER and 3.1 COP ground source heat pump. Cooling (Option 1): Greater than or equal to 15.2 SEER2 and 12.0 EER2 air conditioner. Cooling (Option 2): Greater than or equal to 16.0 SEER2 and 12.0 EER2 air conditioner. Gas furnace (Option 1): Greater than or equal to 97 percent AFUE fuel gas furnace. Gas furnace (Option 2): Greater than or equal to 95 percent AFUE fuel gas furnace. HVAC options applicable to Climate Zones 0, 1, 2 and 3: Gas furnace (Option 3): Greater than or equal to 90 percent AFUE fuel gas furnace. Gas furnace and cooling (Option 1): Greater than or equal to 90 percent AFUE fuel gas furnace and 15.2 SEER2 and 10.0 EER2 air conditioner. Gas furnace and cooling (Option 2): Greater than or equal to 95 percent AFUE fuel gas furnace and 16.0 SEER2 and 10.0 EER2 air conditioner. Gas furnace and heat pump (Option 1): Greater than or equal to 90 percent AFUE fuel gas furnace and 7.8 HSPF2, 15.2 SEER2 and 10.0 EER2 air source heat pump. Heat pump (Option 1): Greater than or equal to 7.8 HSPF2, 15.2 SEER2, and 11.7 EER2 air source heat pump. HVAC options applicable to Climate Zones 4, 5, 6, 7 and 8: Gas furnace and cooling (Option 3): Greater than or equal to 95 percent AFUE fuel gas furnace and 15.2 SEER2 and 12.0 EER2 air conditioner. Gas furnace and cooling (Option 4): Greater than or equal to 97 percent AFUE fuel gas furnace and 16.0 SEER2 and 12.0 EER2 air conditioner. Gas furnace and heat pump (Option 2): Greater than or equal to 95 percent AFUE fuel gas furnace and 8.1 HSPF2 and 15.2 SEER2 air source heat pump capable of meeting a capacity ratio ≥ 70 percent of heating capacity at 5°F (-15°C) versus rated heating capacity at 47°F (8.3°C). Heat pump (Option 2): Greater than or equal to 8.1 HSPF2 and 15.2 SEER2 air source heat pump capable of meeting a capacity ratio ≥ 70 percent of heating capacity at 5°F (-15°C) versus rated heating capacity at 47°F (8.3°C)."
Chapter 11 [RE] Energy Efficiency,N1108.2.2.1,N1108.2.2.1 (R408.2.2.1) More Efficient HVAC Equipment for Climate Zone 4,4,BuildingElementProxy,Assembly (A)|Business (B)|Educational (E)|Mercantile (M)|Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer,"For Climate Zone 4, the following HVAC options shall also apply: Gas furnace and heat pump (Option 3): Greater than or equal to 95 percent AFUE fuel gas furnace and 7.8 HSPF2, 15.2 SEER2 and 10.0 EER2 air source heat pump.Heat pump (Option 1): Greater than or equal to 7.8 HSPF2, 15.2 SEER2 and 11.7 EER2 air source heat pump."
Chapter 11 [RE] Energy Efficiency,N1108.2.3,N1108.2.3 (R408.2.3) Reduced Energy Use in Service Water-Heating Options,3,BuildingElementProxy,Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer,"For measure numbers N1108.2.3(1) through N1108.2.3(7), the installed hot water system shall meet one of the Uniform Energy Factors (UEF) or Solar Uniform Energy Factors (SUEF) in Table N1108.2.3. For measure number N1108.2.3(8), the hot water distribution system shall comply with Section N1108.2.3.1. TABLE N1108.2.3 (R408.2.3)SERVICE WATER HEATER EFFICIENCIES MEASURE NUMBER WATER HEATER SIZE AND DRAW PATTERN TYPE EFFICIENCY N1108.2.3(1)(a) Gas-fired storage water heaters (option 1) All storage volumes, all draw patterns UEF ≥ 0.81 N1108.2.3(1)(b) Gas-fired storage water heaters (option 2) ≤ 55 gallons, High UEF ≥ 0.86 &gt; 55 gallons, Medium or High UEF ≥ 0.86 Rated input capacity &gt; 75,000 Btu/h UEF ≥ 0.86 or Et ≥ 94% N1108.2.3(2)(a) Gas-fired instantaneous water heaters (option 1) All storage volumes, Medium or High UEF ≥ 0.92 N1108.2.3(2)(b) Gas-fired instantaneous water heaters (option 2) All storage volumes, Medium or High UEF ≥ 0.95 N1108.2.3(3) Electric water heaters (option 1) All storage volumes, Low, Medium or High Integrated HPWH UEF ≥ 3.30 N1108.2.3(4) Electric water heaters (option 2) All storage volumes, Low, Medium or High Integrated HPWH, 120 Volt/15 Amp Circuit UEF ≥ 2.20 N1108.2.3(5)(a) Electric water heaters (option 3) All storage volumes, Low, Medium, High Split-system HPWH UEF ≥ 2.20 N1108.2.3(5)(b) Electric water heaters (option 4) All storage volumes, Low, Medium or High Split-system HPWH UEF ≥ 3.75 N1108.2.3(6) Electric water heaters (option 5) Rated input capacity &gt; 12kW COP ≥ 3.00 N1108.2.3(7)(a) Solar water heaters (option 1) All storage volumes, all draw patterns Electric backup SUEF ≥ 3.00 N1108.2.3(7)(b) Solar water heaters (option 2) All storage volumes, all draw patterns Gas backup SUEF ≥ 1.80 For SI: 1 British thermal unit per hour = 0.2931 W. UEF = Uniform Energy Factor, Et = Thermal Efficiency, COP = Coefficient of Performance."
Chapter 11 [RE] Energy Efficiency,N1108.2.3.1,N1108.2.3.1 (R408.2.3.1) Compact Hot Water Distribution System Option,4,PlumbingSystem,Residential (R),sd|dd|cd,plumbing_systems,mechanical_engineer,"The pipe shall store not more than 16 ounces (0.47 L) of water between the nearest source of heated water and the termination of the fixture supply pipe when calculated using Section N1108.2.3.1.1. Where the source of heated water is a circulation loop, the loop shall be primed with a demand recirculation water system that complies with Section N1103.5.1.1.1.There shall be a dedicated return line for the loop that begins after the branch to the last fixture on the supply portion of the loop and runs back to the water heater. TABLE N1108.2.3.1 (R408.2.3.1)INTERNAL VOLUME OF VARIOUS WATER DISTRIBUTION TUBING NOMINAL SIZE (inches) OUNCES OF WATER PER FOOT OF TUBE Copper Type M Copper Type L Copper Type K CPVC CTS SDR 11 CPVC SCH 40 CPVC SCH 80 PE-RT SDR 9 Composite ASTM F1281 PEX CTS SDR 9 3/8 1.06 0.97 0.84 N/A 1.17 — 0.64 0.63 0.64 1/2 1.69 1.55 1.45 1.25 1.89 1.46 1.18 1.31 1.18 3/4 3.43 3.22 2.90 2.67 3.38 2.74 2.35 3.39 2.35 1 5.81 5.49 5.17 4.43 5.53 4.57 3.91 5.56 3.91 11/4 8.70 8.36 8.09 6.61 9.66 8.24 5.81 8.49 5.81 11/2 12.18 11.83 11.45 9.22 13.20 11.38 8.09 13.88 8.09 2 21.08 20.58 20.04 15.79 21.88 19.11 13.86 21.48 13.86 For SI: 1 inch = 25.4 mm, 1 foot = 304.8 mm, 1 liquid ounce = 0.030L, 1 ounces per square foot = 305.15 g/m2. N/A = Not Available."
Chapter 11 [RE] Energy Efficiency,N1108.2.3.1.1,N1108.2.3.1.1 (R408.2.3.1.1) Water Volume Determination,5,PipeSegment|Valve,Assembly (A)|Business (B)|Educational (E)|Factory and Industrial (F)|Residential (R),dd|cd,plumbing_systems,mechanical_engineer,"The water volume in the piping between a source of heated water and the termination of a fixture supply shall be calculated in accordance with this section. Water heaters, circulating water systems and heat trace temperature maintenance systems shall be considered to be sources of heated water. The volume shall be the sum of the internal volumes of pipe, fittings, valves, meters and manifolds between the nearest source of heated water and the termination of the fixture supply pipe. The volume in the piping shall be determined from Table N1108.2.3.1. The volume contained within fixture shutoff valves, within flexible water supply connectors to a fixture fitting and within a fixture fitting shall not be included in the water volume determination. Where heated water is supplied by a recirculating system or heat-traced piping, the volume shall include the portion of the fitting on the branch pipe that supplies water to the fixture."
Chapter 11 [RE] Energy Efficiency,N1108.2.4,N1108.2.4 (R408.2.4) More Efficient Thermal Distribution System Options,3,BuildingElementProxy|Covering|Slab|Door|Roof,Residential (R),sd|dd|cd,mechanical_systems,mechanical_engineer,"The thermal distribution system shall comply with one of the following: The ductless thermal distribution system or hydronic thermal distribution system is located completely on the conditioned side of the building thermal envelope. The space conditioning equipment is located inside conditioned space. In addition, 100 percent of the ductwork is located completely inside conditioned space as defined by Section N1103.3.4, Items 1 and 2. The space conditioning equipment is located inside conditioned space and not less than 80 percent of ductwork is located completely inside conditioned space as defined by Section N1103.3.4, Items 1 and 2. In addition, not more than 20 percent of ductwork is contained within building assemblies separating unconditioned from conditioned space as defined by Section N1103.3.4, Item 3. Where ductwork is located outside conditioned space, the total leakage of the duct system measured in accordance with Section N1103.3.7 is one of the following: Where the space conditioning equipment is installed at the time of testing, total leakage is not greater than 2.0 cubic feet per minute (0.94 L/s) per 100 square feet (9.29 m2) of conditioned floor area. Where the space conditioning equipment is not installed at the time of testing, total leakage is not greater than 1.75 cubic feet per minute (0.83 L/s) per 100 square feet (9.29 m2) of conditioned floor area. Duct systems are designed so the individual room airflow shall be within ±20 percent of the design/application requirements for the supply and return ducts. This shall be demonstrated by using a duct airflow balancing procedure as specified by ANSI/ACCA 5 QI or by other approved methods."
Chapter 11 [RE] Energy Efficiency,N1108.2.5,N1108.2.5 (R408.2.5) Improved Air Sealing and Efficient Ventilation System Options,3,Covering|Slab|Wall|Window|Door,Residential (R),sd|dd|cd,interior_environment,mechanical_engineer,"The measured air leakage rate and ventilation system shall meet one of the following:Either an Energy Recovery Ventilator (ERV) or a Heat Recovery Ventilator (HRV) installed.Less than or equal to 2.0 ACH50, with either an ERV or HRV installed.Less than or equal to 2.0 ACH50, with a balanced ventilation system.Less than or equal to 1.5 ACH50, with either an ERV or HRV installed.Less than or equal to 1.0 ACH50, with either an ERV or HRV installed.In addition, for measures requiring either an ERV or HRV, HRV and ERV Sensible Recovery Efficiency (SRE) shall be not less than 75 percent at 32°F (0°C) at the lowest listed net airflow. ERV Latent Recovery/Moisture Transfer (LRMT) shall be not less than 50 percent at the lowest listed net airflow. In Climate Zone 8, recirculation shall not be used as a defrost strategy."
